autono,stor,kind,color,farz,unit,no_s,da_s,to,name,qu_s,pr_s,pr_sd,d,no_i,pr_sa,a,bonus,det,da_exp,qu_s2,mandob,company,pr_c,marg,da_st,serfrom,serto,duration,duration2,da_expcode,aimname,d2,Prn,closed,sorttime,qu2,kindtel,exported
1992176990,"رئيسى","عام","لا","لا","قطعه",5.0000000000000000e+00,"11/13/21 00:00:00","التقوى 3","كنك جرانيت",2.0000000000000000e+00,1.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"3",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:50:18",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:50:18",8.0000,"عميل","0"
-991832697,"رئيسى","عام","لا","لا","علبه",5.0000000000000000e+00,"11/13/21 00:00:00","التقوى 3","عجانة + مصفى",2.0000000000000000e+00,1.3500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"3",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:51:05",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:51:05",1.0000,"عميل","0"
-2142645572,"رئيسى","عام","لا","لا","قطعه",5.0000000000000000e+00,"11/13/21 00:00:00","التقوى 3","صنية الحداد 2 ق",2.0000000000000000e+00,3.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"3",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:52:01",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:52:01",8.0000,"عميل","0"
-481365235,"رئيسى","عام","لا","لا","قطعة",5.0000000000000000e+00,"11/13/21 00:00:00","التقوى 3","صنية نحاسي",2.0000000000000000e+00,2.1000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"3",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:52:19",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:52:19",1.0000,"عميل","0"
-838275439,"رئيسى","عام","لا","لا","قطعه",6.0000000000000000e+00,"11/14/21 00:00:00","اولاد صقر","غلاية الاسباني الوان",2.0000000000000000e+00,1.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"4",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:24:00",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:24:00",8.0000,"عميل","0"
-853002882,"رئيسى","عام","لا","لا","طقم",6.0000000000000000e+00,"11/14/21 00:00:00","اولاد صقر","حافظ طعام خشبى",2.0000000000000000e+00,1.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"4",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:24:24",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:24:24",6.0000,"عميل","0"
447590829,"رئيسى","عام","لا","لا","قطعة",8.0000000000000000e+00,"11/14/21 00:00:00","فرج العربى","شنطة ملاعق بفاري 84 ق",1.0000000000000000e+00,1.1900000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,"5",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:26:07",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:26:07",1.0000,"عميل","0"
-693299800,"رئيسى","عام","لا","لا","قطعة",8.0000000000000000e+00,"11/14/21 00:00:00","فرج العربى","صنية تقديم ميلامين م 1",6.0000000000000000e+00,3.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"5",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:27:55",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:27:55",1.0000,"عميل","0"
1608629897,"رئيسى","عام","لا","لا","قطعة",8.0000000000000000e+00,"11/14/21 00:00:00","فرج العربى","صنية تقديم ميلامين م2",6.0000000000000000e+00,4.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"5",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:28:12",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:28:12",1.0000,"عميل","0"
449276154,"رئيسى","عام","لا","لا","دستة",9.0000000000000000e+00,"11/15/21 00:00:00","عميل يومي","معلقه ك",3.0000000000000000e+00,4.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"6",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:54:21",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:54:21",1.0000,"عميل","0"
-1176629261,"رئيسى","عام","لا","لا","دستة",9.0000000000000000e+00,"11/15/21 00:00:00","عميل يومي","معلقه ص",2.0000000000000000e+00,3.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"6",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:55:10",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:55:10",1.0000,"عميل","0"
-1228281823,"رئيسى","عام","لا","لا","قطعه",1.0000000000000000e+01,"11/17/21 00:00:00","ابراهيم البهنسى","مج ديجتال الون",8.0000000000000000e+00,5.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"7",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:38:24",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:38:24",50.0000,"عميل","0"
1441775877,"رئيسى","عام","لا","لا","قطعة",1.2000000000000000e+01,"11/20/21 00:00:00","سعد صابر","عجانه استيل مقاس 50",2.0000000000000000e+00,1.0500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"8",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:32:07",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:32:07",1.0000,"عميل","0"
1791978466,"رئيسى","عام","لا","لا","قطعة",1.2000000000000000e+01,"11/20/21 00:00:00","سعد صابر","عجانه استيل مقاس 45",2.0000000000000000e+00,9.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"8",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:32:25",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:32:25",1.0000,"عميل","0"
803406523,"رئيسى","عام","لا","لا","قطعة",1.2000000000000000e+01,"11/20/21 00:00:00","سعد صابر","صنية استيل عشاء مقاس 50",3.0000000000000000e+00,7.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"8",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:33:11",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:33:11",1.0000,"عميل","0"
305668197,"رئيسى","عام","لا","لا","قطعه",1.3000000000000000e+01,"11/24/21 00:00:00","سامح","مقص مفك",1.0000000000000000e+00,1.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"9",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:44:00",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:44:00",12.0000,"عميل","0"
-2127007806,"رئيسى","عام","لا","لا","قطعة",1.3000000000000000e+01,"11/24/21 00:00:00","سامح","هراسه توم استنلس",1.0000000000000000e+00,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"9",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:44:24",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:44:24",1.0000,"عميل","0"
299102491,"رئيسى","عام","لا","لا","قطعه",1.3000000000000000e+01,"11/24/21 00:00:00","سامح","مج ديجتال ساده",1.0000000000000000e+00,4.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"9",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:44:59",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:44:59",50.0000,"عميل","0"
-1935694912,"رئيسى","عام","لا","لا","قطعه",1.3000000000000000e+01,"11/24/21 00:00:00","سامح","مضرب نسكافية",1.0000000000000000e+00,1.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"9",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:45:20",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:45:20",12.0000,"عميل","0"
-1178587154,"رئيسى","عام","لا","لا","قطعه",1.4000000000000000e+01,"11/24/21 00:00:00","سنتر الرحمة بالرياض","صنية الحداد 2 ق",1.0000000000000000e+00,3.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"10",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:51:07",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:51:07",8.0000,"عميل","0"
660095191,"رئيسى","عام","لا","لا","قطعة",1.4000000000000000e+01,"11/24/21 00:00:00","سنتر الرحمة بالرياض","صنية نحاسي",1.0000000000000000e+00,2.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"10",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:51:33",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:51:33",1.0000,"عميل","0"
450472666,"رئيسى","عام","لا","لا","قطعه",1.5000000000000000e+01,"11/24/21 00:00:00","معرض احمد حسن الكردي","مج ديجتال الون",3.0000000000000000e+00,5.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"11",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:52:42",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:52:42",50.0000,"عميل","0"
1011016787,"رئيسى","عام","لا","لا","قطعة",1.5000000000000000e+01,"11/24/21 00:00:00","معرض احمد حسن الكردي","هراسه توم استنلس",3.0000000000000000e+00,2.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"11",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 19:53:57",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 19:52:57",1.0000,"عميل","0"
-1703474909,"رئيسى","عام","لا","لا","دستة",1.6000000000000000e+01,"11/26/21 00:00:00","دريم هاوس","معلقه ك",3.0000000000000000e+00,4.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"12",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:32:42",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:32:42",1.0000,"عميل","0"
-220066520,"رئيسى","عام","لا","لا","طقم",1.6000000000000000e+01,"11/26/21 00:00:00","دريم هاوس","حافظ طعام خشبى",1.0000000000000000e+00,1.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"12",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:33:07",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:33:07",6.0000,"عميل","0"
1267613705,"رئيسى","عام","لا","لا","قطعه",1.6000000000000000e+01,"11/26/21 00:00:00","دريم هاوس","صنية الحداد 2 ق",1.0000000000000000e+00,3.7000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"12",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 20:33:45",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 20:33:45",8.0000,"عميل","0"
1638065204,"رئيسى","عام","لا","لا","قطعه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","مج ديجتال الون",4.0000000000000000e+00,5.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:06:43",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:06:44",50.0000,"عميل","0"
-1951869659,"رئيسى","عام","لا","لا","قطعه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","مج ديجتال ساده",3.0000000000000000e+00,5.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:07:17",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:07:17",50.0000,"عميل","0"
-1939032702,"رئيسى","عام","لا","لا","علبه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","سكينة فراولة ص",2.0000000000000000e+00,1.1000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:15:55",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:07:48",1.0000,"عميل","0"
-1330727973,"رئيسى","عام","لا","لا","علبه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","سكينة فراولة ك",1.0000000000000000e+00,1.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 17:34:31",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:08:03",1.0000,"عميل","0"
-200515712,"رئيسى","عام","لا","لا","قطعة",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","هراسه توم استنلس",7.0000000000000000e+00,2.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:08:43",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:08:43",1.0000,"عميل","0"
1677314433,"رئيسى","عام","لا","لا","قطعه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","هراسه توم مقبض",2.0000000000000000e+00,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:09:55",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:09:55",12.0000,"عميل","0"
-1724755538,"رئيسى","عام","لا","لا","قطعه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","توزيع سيلكون فردى صب",1.8000000000000000e+01,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:10:56",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:10:56",12.0000,"عميل","0"
-1464160361,"رئيسى","عام","لا","لا","قطعه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","عصارة لمون",1.0000000000000000e+00,2.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:11:15",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:11:15",12.0000,"عميل","0"
-1789753460,"رئيسى","عام","لا","لا","علبه",1.7000000000000000e+01,"11/27/21 00:00:00","التقوى 3","كرت سكينه 5*1",3.0000000000000000e+00,1.2500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"13",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:12:50",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:12:50",10.0000,"عميل","0"
1627351194,"رئيسى","عام","لا","لا","قطعة",1.8000000000000000e+01,"11/27/21 00:00:00","اولاد ابو عامر","صنية نحاسي",1.0000000000000000e+00,2.6000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,"14",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 18:19:13",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 18:19:13",1.0000,"عميل","0"
1024446085,"رئيسى","عام","لا","لا","قطعه",1.9000000000000000e+01,"11/28/21 00:00:00","محمود اشرف","مج ديجتال ساده",1.0000000000000000e+00,5.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,"15",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,"01/01/00 00:00:00",0.0000000000000000e+00,"اسم المدير",,0.0000000000000000e+00,0.0000000000000000e+00,"12/30/99 14:19:13",,,0.0000000000000000e+00,,1,1,0.0000000000000000e+00,"0","0","12/30/99 14:19:13",50.0000,,"0"
